country,region,population,article_title,revision_id,article_quality
Colombia,SOUTH AMERICA,52.2,Germán Montoya Vélez,1028093034,Stub
Colombia,SOUTH AMERICA,52.2,Lorenzo Muelas,1164689541,Start
Colombia,SOUTH AMERICA,52.2,Narciso Matus Torres,1245236941,Stub
Colombia,SOUTH AMERICA,52.2,Elsa Noguera,1246254840,Stub
Colombia,SOUTH AMERICA,52.2,Antonio Ordóñez Plaja,1173626216,Stub
Colombia,SOUTH AMERICA,52.2,Fernando Ospina Hernández,1245233340,Stub
Colombia,SOUTH AMERICA,52.2,Enrique Parejo González,1245235981,Stub
Colombia,SOUTH AMERICA,52.2,Carlos Pizarro Leongómez,1249030421,C
Colombia,SOUTH AMERICA,52.2,Daniel Quintero,1245235291,C
Colombia,SOUTH AMERICA,52.2,Juan Camilo Quintero,1015926064,Stub
Colombia,SOUTH AMERICA,52.2,Manuel María Ramírez Fortoul,1216456187,Start
Colombia,SOUTH AMERICA,52.2,Juan José Reyes-Patria Escobar,1227553742,C
Colombia,SOUTH AMERICA,52.2,Ricardo Cobo,1244437288,Stub
Colombia,SOUTH AMERICA,52.2,Jorge Enrique Robledo,1220326566,Start
Colombia,SOUTH AMERICA,52.2,Ángela Robledo,1246255224,Start
Colombia,SOUTH AMERICA,52.2,Antonio Roldán Betancur,1221854205,Start
Colombia,SOUTH AMERICA,52.2,Sixta Pontón de Santander,1247090171,Stub
Colombia,SOUTH AMERICA,52.2,Juana de J. Sarmiento,1245238707,Start
Colombia,SOUTH AMERICA,52.2,Oscar Terán (lawyer),1161329015,Stub
Colombia,SOUTH AMERICA,52.2,Ernesto Macías Tovar,1213699898,Start
Colombia,SOUTH AMERICA,52.2,Ciro Luis Urriola,1228551844,Start
Colombia,SOUTH AMERICA,52.2,Ramón Maximiliano Valdés,1161329073,Stub
Colombia,SOUTH AMERICA,52.2,Eduardo Valencia Ospina,1246254972,Start
Colombia,SOUTH AMERICA,52.2,Cristóbal de Vergara Azcárate,1245235067,Start
Colombia,SOUTH AMERICA,52.2,José María Vergara y Vergara,1245233403,C
Colombia,SOUTH AMERICA,52.2,Estanislao Vergara y Sanz de Santamaría,1245706441,Stub
Colombia,SOUTH AMERICA,52.2,Luis Villar Borda,1245234958,Stub
Colombia,SOUTH AMERICA,52.2,Luis Carlos Villegas Echeverri,1240167842,Stub
Colombia,SOUTH AMERICA,52.2,Roberto Camacho Weberberg,1245232426,Start
Comoros,EASTERN AFRICA,0.9,Mouzawar Abdallah,1245477212,Start
Comoros,EASTERN AFRICA,0.9,Moustadroine Abdou,1249127568,Stub
Comoros,EASTERN AFRICA,0.9,Ibrahim Aboubacar,1243241622,Start
Comoros,EASTERN AFRICA,0.9,Saïd Ibrahim Ben Ali,1246290098,Start
Comoros,EASTERN AFRICA,0.9,Mohamed Bacar,1247355339,C
Comoros,EASTERN AFRICA,0.9,Chamina Ben Mohamed,1247354060,Stub
Comoros,EASTERN AFRICA,0.9,Saïd Mohamed Cheikh,1221994066,Start
Comoros,EASTERN AFRICA,0.9,Mohamed Dahalani,1175970303,Stub
Comoros,EASTERN AFRICA,0.9,Dhoihir Dhoulkamal,1196223038,Stub
Comoros,EASTERN AFRICA,0.9,Ahmed Ben Said Djaffar,1190414185,Stub
Comoros,EASTERN AFRICA,0.9,Abdou Soulé Elbak,1247353598,Stub
Comoros,EASTERN AFRICA,0.9,Gaston Feuillard,1186382326,Stub
Comoros,EASTERN AFRICA,0.9,Siti Kassim,1131245612,Start
Comoros,EASTERN AFRICA,0.9,Said Ali Kemal,1054672013,Start
Comoros,EASTERN AFRICA,0.9,Fouad Mohadji,1136343767,Stub
Comoros,EASTERN AFRICA,0.9,Dawiat Mohamed,1226333799,Stub
Comoros,EASTERN AFRICA,0.9,Sittou Raghadat Mohamed,1197939649,Start
Comoros,EASTERN AFRICA,0.9,Idi Nadhoim,1247384439,Stub
Comoros,EASTERN AFRICA,0.9,Fahmi Said Ibrahim,1159714281,Stub
Comoros,EASTERN AFRICA,0.9,Djaffar Ahmed Said,1236977988,Stub
Comoros,EASTERN AFRICA,0.9,Abdallah Said Sarouma,1043132737,Stub
Comoros,EASTERN AFRICA,0.9,Mohamed Ali Soilihi,1136366247,Start
Comoros,EASTERN AFRICA,0.9,Moussa Toybou,1247355431,Stub
Congo,MIDDLE AFRICA,6.1,Léon Angor,1242492711,Start
Congo,MIDDLE AFRICA,6.1,Joseph Badiabio,1154376625,Start
Congo,MIDDLE AFRICA,6.1,Frédéric Bintsamou,1248517558,Start
Congo,MIDDLE AFRICA,6.1,Modeste Boukadia,1234167840,C
Congo,MIDDLE AFRICA,6.1,Jean-Jacques Bouya,1246299510,C
Congo,MIDDLE AFRICA,6.1,Fidèle Dimou,1135246225,Start
Congo,MIDDLE AFRICA,6.1,Gabriel Entcha-Ebia,1246821116,Start
Congo,MIDDLE AFRICA,6.1,Gabriel Valère Eteka Yemet,1146697785,Start
Congo,MIDDLE AFRICA,6.1,Albert Fourvelle,826516065,Stub
Congo,MIDDLE AFRICA,6.1,Pascal Gamassa,1223558585,C
Congo,MIDDLE AFRICA,6.1,Pierre Goura,1177650425,Start
Congo,MIDDLE AFRICA,6.1,Gustave Aba-Gandzion,1124446209,Stub
Congo,MIDDLE AFRICA,6.1,Joseph Hondjuila Miokono,1146540238,Start
Congo,MIDDLE AFRICA,6.1,Zely Pierre Inzoungou-Massanga,1141825144,Stub
Congo,MIDDLE AFRICA,6.1,André Kerhervé,1152185896,Stub
Congo,MIDDLE AFRICA,6.1,Pierre Mabiala,1146545045,C
Congo,MIDDLE AFRICA,6.1,Paulin Makaya,1112682469,C
Congo,MIDDLE AFRICA,6.1,Jean-Pierre Makouta-Mboukou,1156202898,C
Congo,MIDDLE AFRICA,6.1,Jean Malonga,1177650547,Stub
Congo,MIDDLE AFRICA,6.1,André Matsoua,1247163377,Start
Congo,MIDDLE AFRICA,6.1,Ferdinand Mbahou,1227758610,Start
Congo,MIDDLE AFRICA,6.1,Justin Mikolo-Kinzonzi,1146540347,Start
Congo,MIDDLE AFRICA,6.1,Bonaventure Mizidy,976591922,Stub
Congo,MIDDLE AFRICA,6.1,Émile Mokoko Wongolo,1221206415,Start
Congo,MIDDLE AFRICA,6.1,Jean-Marie Mokoko,1209020061,C
Congo,MIDDLE AFRICA,6.1,René-Dambert Ndouane,1146545877,C
Congo,MIDDLE AFRICA,6.1,Jean-Dominique Okemba,1146539782,C
Congo,MIDDLE AFRICA,6.1,Denis-Christel Sassou Nguesso,1235566637,C
Congo,MIDDLE AFRICA,6.1,Arlette Soudan-Nonault,1221600122,Start
Congo,MIDDLE AFRICA,6.1,Jean Félix Demba Telo,1106155664,Stub
Congo,MIDDLE AFRICA,6.1,Abel Thauley-Ganga,1127419766,Stub
Congo DR,MIDDLE AFRICA,102.3,Daniel Aselo,1161287091,Stub
Congo DR,MIDDLE AFRICA,102.3,Jean-Claude Baende,1240112055,Start
Congo DR,MIDDLE AFRICA,102.3,Bertrand Bisimwa,1209006607,Start
Congo DR,MIDDLE AFRICA,102.3,Célestin Cibalonza Byaterana,1053664162,Stub
Congo DR,MIDDLE AFRICA,102.3,Martin Parfait Aimé Coussoud-Mavoungou,1178358315,Start
Congo DR,MIDDLE AFRICA,102.3,Emmanuel Dungia,1246747483,C
Congo DR,MIDDLE AFRICA,102.3,Ferdinand Essandja,1176623737,Stub
Congo DR,MIDDLE AFRICA,102.3,Floribert Anzuluni,1212136112,Start
Congo DR,MIDDLE AFRICA,102.3,Lugi Gizenga,1180021058,Start
Congo DR,MIDDLE AFRICA,102.3,Clovis Kabongo Malemba,1156020993,Stub
Congo DR,MIDDLE AFRICA,102.3,Odilon Kafitwe wa pa Bowa,1063619600,Stub
Congo DR,MIDDLE AFRICA,102.3,François Nicéphore Kakese,1053664863,Stub
Congo DR,MIDDLE AFRICA,102.3,Kalenga Riziki Lwango II,1175866265,Start
Congo DR,MIDDLE AFRICA,102.3,Jean Collins Musonda Kalusambo,1053665874,Stub
Congo DR,MIDDLE AFRICA,102.3,Norman Kamosi,1158543582,Stub
Congo DR,MIDDLE AFRICA,102.3,Oscar Kashala,1207022384,GA
Congo DR,MIDDLE AFRICA,102.3,Banyingela Kasonga,1112278142,Start
Congo DR,MIDDLE AFRICA,102.3,Tharcisse Kasongo Mwema Yamba-Yamba,1178367789,Start
Congo DR,MIDDLE AFRICA,102.3,Albert-Joseph Kasongo Wa Kapinga,1249521619,GA
Congo DR,MIDDLE AFRICA,102.3,Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446,Stub
Congo DR,MIDDLE AFRICA,102.3,Jacques Kazadi,1176430546,Start
Congo DR,MIDDLE AFRICA,102.3,Léon Kengo wa Dondo,1237115839,C
Congo DR,MIDDLE AFRICA,102.3,Robert Kidiaba,1248824563,Start
Congo DR,MIDDLE AFRICA,102.3,Seth Kikuni,1243865684,Stub
Congo DR,MIDDLE AFRICA,102.3,Jean-Pierre Lola Kisanga,1249285899,Stub
Congo DR,MIDDLE AFRICA,102.3,Delphin Kyubwa,1053664236,Stub
Congo DR,MIDDLE AFRICA,102.3,Gabriel Kyungu,1211274287,Start
Congo DR,MIDDLE AFRICA,102.3,Eric Lenge,1244086359,Start
Congo DR,MIDDLE AFRICA,102.3,Faustin Luanga,1233422388,C
Congo DR,MIDDLE AFRICA,102.3,Guy-Patrice Lumumba,1147505613,Stub
Congo DR,MIDDLE AFRICA,102.3,Sultani Makenga,1245170396,C
Congo DR,MIDDLE AFRICA,102.3,Angèle Makombo,1188621879,Stub
Congo DR,MIDDLE AFRICA,102.3,Franck Mwe di Malila,1221364267,C
Congo DR,MIDDLE AFRICA,102.3,Anne Mbusu,1125303194,Start
Congo DR,MIDDLE AFRICA,102.3,Munga Mibindo,1058408130,Stub
Congo DR,MIDDLE AFRICA,102.3,Emile Mota,1221204219,Start
Congo DR,MIDDLE AFRICA,102.3,Josué Alex Mukendi,1158533179,Stub
Congo DR,MIDDLE AFRICA,102.3,Daniel Mukoko Samba,1230882624,Start
Congo DR,MIDDLE AFRICA,102.3,Paul-Joseph Mukungubila,1234382434,C
Congo DR,MIDDLE AFRICA,102.3,Medard Mulangala,1247424323,C
Congo DR,MIDDLE AFRICA,102.3,Didier Mumengi,1207925066,C
Congo DR,MIDDLE AFRICA,102.3,Kasongo Munganga,1221395785,C
Congo DR,MIDDLE AFRICA,102.3,Jean-Claude Kazembe Musonda,1249280194,Stub
Congo DR,MIDDLE AFRICA,102.3,Jules Mutebutsi,1220065911,Start
Congo DR,MIDDLE AFRICA,102.3,Laurent Nkunda,1247976741,C
Congo DR,MIDDLE AFRICA,102.3,Muanda Nsemi,1244131957,Start
Congo DR,MIDDLE AFRICA,102.3,Victor Promontorio,1087110784,Start
Congo DR,MIDDLE AFRICA,102.3,Jean-Marie Runiga,1194658548,Start
Congo DR,MIDDLE AFRICA,102.3,Alain Daniel Shekomba,1169619132,Stub
Congo DR,MIDDLE AFRICA,102.3,Koloso Sumaili,1053666295,Stub
Congo DR,MIDDLE AFRICA,102.3,Noël K. Tshiani Muadiamvita,1226227200,C
Congo DR,MIDDLE AFRICA,102.3,Emery Wafwana,1092371503,Start
Congo DR,MIDDLE AFRICA,102.3,Yolande Ebongo Osongo,1226028337,Stub
Costa Rica,CENTRAL AMERICA,5.3,Florentino Alfaro Zamora,1220759536,Stub
Costa Rica,CENTRAL AMERICA,5.3,Alejandro Alvarado García,1003975565,Stub
Costa Rica,CENTRAL AMERICA,5.3,Antonio Saldaña,1222311219,Start
Costa Rica,CENTRAL AMERICA,5.3,Armando Aráuz Aguilar,1222118361,Stub
Costa Rica,CENTRAL AMERICA,5.3,Birche,1144900728,Stub
Costa Rica,CENTRAL AMERICA,5.3,Tranquilino de Bonilla y Herdocia,1225144299,Stub
Costa Rica,CENTRAL AMERICA,5.3,Juan José de Bonilla y Herdocia,1226616767,Stub
Costa Rica,CENTRAL AMERICA,5.3,Miguel de Bonilla y Laya-Bolívar,1208170811,Start
Costa Rica,CENTRAL AMERICA,5.3,Stephan Brunner,1222276569,Stub
Costa Rica,CENTRAL AMERICA,5.3,Marvin Calvo Montoya,1162646713,Stub
Costa Rica,CENTRAL AMERICA,5.3,Florencio del Castillo,1208171356,Start
Costa Rica,CENTRAL AMERICA,5.3,Paola Vega Castillo,1225809426,Stub
Costa Rica,CENTRAL AMERICA,5.3,Ramón Castro y Ramírez,1225486364,Stub
Costa Rica,CENTRAL AMERICA,5.3,Ricardo Castro Beeche,1227663151,Stub
Costa Rica,CENTRAL AMERICA,5.3,Teodoro Willink Castro,1225813983,Stub
Costa Rica,CENTRAL AMERICA,5.3,José Joaquín Chaverri Sievert,956297870,Stub
Costa Rica,CENTRAL AMERICA,5.3,José Miguel Corrales Bolaños,1106097216,Stub
Costa Rica,CENTRAL AMERICA,5.3,Correque,1247058625,Start
Costa Rica,CENTRAL AMERICA,5.3,Aquileo J. Echeverría,1238913567,Start
Costa Rica,CENTRAL AMERICA,5.3,El Guarco,1222311350,Start
Costa Rica,CENTRAL AMERICA,5.3,Narciso Esquivel y Salazar,1220760182,Stub
Costa Rica,CENTRAL AMERICA,5.3,Alberto Fait Lizano,1222118382,Stub
Costa Rica,CENTRAL AMERICA,5.3,King Garabito,1196861935,Start
Costa Rica,CENTRAL AMERICA,5.3,Gerardo Gómez Ramírez,1192619706,Stub
Costa Rica,CENTRAL AMERICA,5.3,Joaquín Gutiérrez,1247069935,C
Costa Rica,CENTRAL AMERICA,5.3,Fernando Guzmán Mata,1222118321,Stub
Costa Rica,CENTRAL AMERICA,5.3,Gerardo Guzmán Quirós,1238913592,Stub
Costa Rica,CENTRAL AMERICA,5.3,Joaquín de Iglesias Vidamartel,1143751403,Stub
Costa Rica,CENTRAL AMERICA,5.3,Bernal Jiménez Monge,1222116000,Stub
Costa Rica,CENTRAL AMERICA,5.3,Ramón Jiménez y Robredo,956297739,Stub
Costa Rica,CENTRAL AMERICA,5.3,José Miguel Alfaro Rodríguez,1159361259,Stub
Costa Rica,CENTRAL AMERICA,5.3,Pedro María León-Páez y Brown,1239281067,Stub
Costa Rica,CENTRAL AMERICA,5.3,Óscar López (politician),1223311224,Stub
Costa Rica,CENTRAL AMERICA,5.3,Juan de los Santos Madriz y Cervantes,1166323385,Stub
Costa Rica,CENTRAL AMERICA,5.3,Félix Arcadio Montero Monge,1220914008,Stub
Costa Rica,CENTRAL AMERICA,5.3,José Joaquín Mora Porras,1220914322,Stub
Costa Rica,CENTRAL AMERICA,5.3,Mary Munive,1187967160,Stub
Costa Rica,CENTRAL AMERICA,5.3,Rafael Moya Murillo,1224803859,Stub
Costa Rica,CENTRAL AMERICA,5.3,María Teresa Obregón Zamora,1248921822,C
Costa Rica,CENTRAL AMERICA,5.3,Rodrigo Oreamuno Blanco,1222118589,Stub
Costa Rica,CENTRAL AMERICA,5.3,Joaquín de Oreamuno,1233508565,GA
Costa Rica,CENTRAL AMERICA,5.3,Rafael Francisco Osejo,1226873055,Start
Costa Rica,CENTRAL AMERICA,5.3,Pablo Presbere,1248356984,C
Costa Rica,CENTRAL AMERICA,5.3,Manuel María de Peralta y Alfaro,1221588507,Start
Costa Rica,CENTRAL AMERICA,5.3,José María de Peralta,1232063930,Start
Costa Rica,CENTRAL AMERICA,5.3,Manuel María de Peralta y López del Corral,1221588551,Stub
Costa Rica,CENTRAL AMERICA,5.3,Cipriano Pérez y Arias,1227718585,Stub
Costa Rica,CENTRAL AMERICA,5.3,Eusebio Prieto y Ruiz,1221750109,Stub
Costa Rica,CENTRAL AMERICA,5.3,Carmen Quesada Santamaría,1241998103,Stub
Costa Rica,CENTRAL AMERICA,5.3,José Pablo Quirós Quirós,1250676686,Stub
Costa Rica,CENTRAL AMERICA,5.3,Gregorio José Ramírez,1242282892,Start
Costa Rica,CENTRAL AMERICA,5.3,Rafael Ramírez Hidalgo,1221750940,Stub
Costa Rica,CENTRAL AMERICA,5.3,Carlos Ricardo Benavides Jiménez,1101826814,Stub
Costa Rica,CENTRAL AMERICA,5.3,Rodrigo Altmann Ortiz,1230256617,Stub
Costa Rica,CENTRAL AMERICA,5.3,Santiago Mayas,1220279443,Start
Costa Rica,CENTRAL AMERICA,5.3,Siarke,1165987146,Stub
Costa Rica,CENTRAL AMERICA,5.3,Tomás Enrique Soley Soler,1221318310,Stub
Costa Rica,CENTRAL AMERICA,5.3,José María Soto Alfaro,1163807639,Start
Costa Rica,CENTRAL AMERICA,5.3,Nazario Toledo,1144305699,Stub
Costa Rica,CENTRAL AMERICA,5.3,Marco Vinicio Vargas Pereira,956297827,Stub
Costa Rica,CENTRAL AMERICA,5.3,Santos Velázquez y Tinoco,1221752525,Stub
Costa Rica,CENTRAL AMERICA,5.3,William Forbes (Talamancan king),1222311400,Stub
Croatia,SOUTHERN EUROPE,3.8,Ivan Anušić,1242418093,Stub
Croatia,SOUTHERN EUROPE,3.8,Mato Arlović,1165306945,Start
Croatia,SOUTHERN EUROPE,3.8,Branko Bačić,1224032607,C
Croatia,SOUTHERN EUROPE,3.8,Fran Barac,1211290682,Start
Croatia,SOUTHERN EUROPE,3.8,Stephen Nikola Bartulica,1251058244,C
Croatia,SOUTHERN EUROPE,3.8,Živko Bertić,1238706131,Start
Croatia,SOUTHERN EUROPE,3.8,Ante Biankini,1237241605,Start
Croatia,SOUTHERN EUROPE,3.8,Juraj Biankini,1219491844,Start
Croatia,SOUTHERN EUROPE,3.8,Antun Bonifačić,1236361509,Start
Croatia,SOUTHERN EUROPE,3.8,Andrija Torkvat Brlić,1235507942,GA
Croatia,SOUTHERN EUROPE,3.8,Josip Broz Tito,1250370039,FA
Croatia,SOUTHERN EUROPE,3.8,"Gajo Bulat (politician, born 1867)",1197433208,Start
Croatia,SOUTHERN EUROPE,3.8,Nadežda Čačinovič,1220422575,Start
Croatia,SOUTHERN EUROPE,3.8,Gjuro Červar,1242051863,Start
Croatia,SOUTHERN EUROPE,3.8,Melko Čingrija,1120771298,Start
Croatia,SOUTHERN EUROPE,3.8,Pero Čingrija,1242200901,Start
Croatia,SOUTHERN EUROPE,3.8,Juraj Demetrović,1242201064,Stub
Croatia,SOUTHERN EUROPE,3.8,Mate Drinković,1217986221,Start
Croatia,SOUTHERN EUROPE,3.8,Nikica Gabrić,1100953009,Stub
Croatia,SOUTHERN EUROPE,3.8,Leon Geršković,1248050628,Start
Croatia,SOUTHERN EUROPE,3.8,Pavle Gregorić,1226126469,Stub
Croatia,SOUTHERN EUROPE,3.8,Ernest Jelušić,1213664091,Start
Croatia,SOUTHERN EUROPE,3.8,Emerik Josipović,1242194990,Stub
Croatia,SOUTHERN EUROPE,3.8,Gejza Josipović,1242195010,Stub
Croatia,SOUTHERN EUROPE,3.8,Radovan Juričić,1242200310,Start
Croatia,SOUTHERN EUROPE,3.8,Luka Kirac,1241257381,GA
Croatia,SOUTHERN EUROPE,3.8,Stjepan Kovačević,1240854187,Stub
Croatia,SOUTHERN EUROPE,3.8,Josip Kregar,1159514930,Start
Croatia,SOUTHERN EUROPE,3.8,Izidor Kršnjavi,1224321567,Start
Croatia,SOUTHERN EUROPE,3.8,Ivo Krstelj,1196420740,Start
Croatia,SOUTHERN EUROPE,3.8,Šime Kurelić,1242200393,Start
Croatia,SOUTHERN EUROPE,3.8,Ante Mandić,1165990465,Stub
Croatia,SOUTHERN EUROPE,3.8,Gavro Manojlović,1244827949,Start
Croatia,SOUTHERN EUROPE,3.8,Vladimir Mažuranić,1070845254,Start
Croatia,SOUTHERN EUROPE,3.8,Francesco Neffat,1242200438,Start
Croatia,SOUTHERN EUROPE,3.8,Fran Novljan,1233137907,Start
Croatia,SOUTHERN EUROPE,3.8,Adam Oster,1245862304,Stub
Croatia,SOUTHERN EUROPE,3.8,Kata Pejnović,1186773296,Start
Croatia,SOUTHERN EUROPE,3.8,Ivo Pilar,1195042286,C
Croatia,SOUTHERN EUROPE,3.8,Pero Pirker,1184135617,GA
Croatia,SOUTHERN EUROPE,3.8,Vladimir Prebeg,1250642239,Start
Croatia,SOUTHERN EUROPE,3.8,Svetozar Pribićević,1244954755,C
Croatia,SOUTHERN EUROPE,3.8,Niko Pucić,1225745592,Start
Croatia,SOUTHERN EUROPE,3.8,Rafael Pucić,1242200763,Stub
Croatia,SOUTHERN EUROPE,3.8,Ivica Puljak,1242200734,Start
Croatia,SOUTHERN EUROPE,3.8,Mario Radić (politician),1248279415,Start
Croatia,SOUTHERN EUROPE,3.8,Svetozar Rittig,1152450124,C
Croatia,SOUTHERN EUROPE,3.8,Juraj Rukavina Vidovgradski (politician),1199041014,Start
Croatia,SOUTHERN EUROPE,3.8,Juraj Rukavina Vidovgradski (soldier),1228906309,Start
Croatia,SOUTHERN EUROPE,3.8,Vjekoslav Servatzy,1250320232,Start
Croatia,SOUTHERN EUROPE,3.8,Ivan Vilibor Sinčić,1218195373,Start
Croatia,SOUTHERN EUROPE,3.8,Tadija Smičiklas,1206321887,C
Croatia,SOUTHERN EUROPE,3.8,Predrag Štromar,1248957475,Start
Croatia,SOUTHERN EUROPE,3.8,Josip Juraj Strossmayer,1251043125,GA
Croatia,SOUTHERN EUROPE,3.8,Ante Šupuk,1249621933,Start
Croatia,SOUTHERN EUROPE,3.8,Đuro Šurmin,1244827930,Start
Croatia,SOUTHERN EUROPE,3.8,Petar Dragan Turković,1231554939,Start
Croatia,SOUTHERN EUROPE,3.8,Vjenceslav Turković,1153423503,Start
Croatia,SOUTHERN EUROPE,3.8,Ljudevit Vukotinović,1230143347,C
Croatia,SOUTHERN EUROPE,3.8,Dragan Vulin,1237706689,Start
Croatia,SOUTHERN EUROPE,3.8,Većeslav Wilder,1243528111,Stub
Croatia,SOUTHERN EUROPE,3.8,Lordan Zafranović,1244528472,C
Croatia,SOUTHERN EUROPE,3.8,Ivana Živković,1249365592,C
Croatia,SOUTHERN EUROPE,3.8,Savo Zlatić,1242200639,C
Croatia,SOUTHERN EUROPE,3.8,Ante Županović,1242198727,Stub
Cuba,CARIBBEAN,11.0,Prime Ministers of Cuba,1222418736,Stub
Cuba,CARIBBEAN,11.0,President of Cuba,1242576787,C
Cuba,CARIBBEAN,11.0,Eduardo Agramonte Piña,1243507972,C
Cuba,CARIBBEAN,11.0,Ignacio Agramonte,1245421466,C
Cuba,CARIBBEAN,11.0,Francisco Agüero Velasco,1245421581,Start
Cuba,CARIBBEAN,11.0,Alberto López Díaz,1245925886,Stub
Cuba,CARIBBEAN,11.0,Sebastian Arcos Bergnes,1247415268,C
Cuba,CARIBBEAN,11.0,Gustavo Arcos,1243522956,Start
Cuba,CARIBBEAN,11.0,Juan de Ayala y Escobar,1247807424,C
Cuba,CARIBBEAN,11.0,Miguel Brugueras,1233083421,Stub
Cuba,CARIBBEAN,11.0,Leopoldo Cancio,1244331581,Start
Cuba,CARIBBEAN,11.0,Demetrio Castillo Duany,1243523096,Start
Cuba,CARIBBEAN,11.0,Vicente Manuel de Céspedes,1247766081,C
Cuba,CARIBBEAN,11.0,Manuel Cidre,1232266957,Start
Cuba,CARIBBEAN,11.0,Rosendo Collazo,1245672019,GA
Cuba,CARIBBEAN,11.0,Concepción Campa Huergo,1193703609,Stub
Cuba,CARIBBEAN,11.0,José María Coppinger,1243523164,GA
Cuba,CARIBBEAN,11.0,Miguel Díaz-Canel,1249943418,GA
Cuba,CARIBBEAN,11.0,Manuel Dorta-Duque,1234507221,C
Cuba,CARIBBEAN,11.0,Carlos Fernández Gondín,1227798452,Start
Cuba,CARIBBEAN,11.0,Orestes Ferrara,1245068603,C
Cuba,CARIBBEAN,11.0,Porfirio Franca,1236334421,Start
Cuba,CARIBBEAN,11.0,Francisco de Arango y Parreño,1243507990,C
Cuba,CARIBBEAN,11.0,Edith García Buchaca,1240107237,FA
Cuba,CARIBBEAN,11.0,Eumelín González Sánchez,1225247475,Stub
Cuba,CARIBBEAN,11.0,Aurelio Hevia,1234522185,Stub
Cuba,CARIBBEAN,11.0,Fernando Heydrich,1234517177,Start
Cuba,CARIBBEAN,11.0,Alfredo Hornedo,1251044810,C
Cuba,CARIBBEAN,11.0,José Irisarri,1242914466,C
Cuba,CARIBBEAN,11.0,Perfecto Lacoste,1243523067,C
Cuba,CARIBBEAN,11.0,José Francisco Lemus,1243507993,Start
Cuba,CARIBBEAN,11.0,Manuel Marrero Cruz,1232587321,Start
Cuba,CARIBBEAN,11.0,Rubén Martínez Puente,1180190049,Stub
Cuba,CARIBBEAN,11.0,Augusto Martínez Sánchez,1227744657,C
Cuba,CARIBBEAN,11.0,Bartolomé Masó,1244157626,Start
Cuba,CARIBBEAN,11.0,Ramón Meza y Suárez Inclán,1231615289,Start
Cuba,CARIBBEAN,11.0,Rafael Montoro,1243522972,Stub
Cuba,CARIBBEAN,11.0,Bartolomé Morales,1247766152,Start
Cuba,CARIBBEAN,11.0,José Núñez de Cáceres,1245769290,FA
Cuba,CARIBBEAN,11.0,Juan Vitalio Acuña Núñez,1226339054,Stub
Cuba,CARIBBEAN,11.0,Frank País,1239091687,C
Cuba,CARIBBEAN,11.0,Pedro Esteban González-Larrinaga,1236334617,Start
Cuba,CARIBBEAN,11.0,Guillermo Portela,1243523143,Start
Cuba,CARIBBEAN,11.0,Juan Nepomuceno de Quesada,1247766173,C
Cuba,CARIBBEAN,11.0,Luis Alberto Rodríguez López-Calleja,1232888485,Start
Cuba,CARIBBEAN,11.0,Francisco Sánchez Betancourt,1238415935,Start
Cuba,CARIBBEAN,11.0,"Salvador José de Muro, 2nd Marquis of Someruelos",1245227544,GA
Cuba,CARIBBEAN,11.0,Laureano de Torres y Ayala,1242072670,C
Cuba,CARIBBEAN,11.0,Salvador Valdés Mesa,1208194413,Start
Cuba,CARIBBEAN,11.0,Antonio Zambrana,1243494819,B
Cyprus,WESTERN ASIA,1.3,Mine Atlı,1236408162,Stub
Cyprus,WESTERN ASIA,1.3,Christos Christou (politician),1238915793,Start
Cyprus,WESTERN ASIA,1.3,Ioannis Clerides,1241434918,Start
Cyprus,WESTERN ASIA,1.3,Katherine Clerides,1247374009,C
Cyprus,WESTERN ASIA,1.3,Takis Evdokas,1225988181,Stub
Cyprus,WESTERN ASIA,1.3,Oz Karahan,1247898976,Start
Cyprus,WESTERN ASIA,1.3,Stelios Koiliaris,1227623541,Stub
Cyprus,WESTERN ASIA,1.3,Andreas Koukouma,1230635455,C
Cyprus,WESTERN ASIA,1.3,Pantelis Kouros,1222103574,Stub
Cyprus,WESTERN ASIA,1.3,Kyrillos III of Cyprus,1247976080,Start
Cyprus,WESTERN ASIA,1.3,Michalis Paraskevas,1115935468,C
Cyprus,WESTERN ASIA,1.3,Christos Patsalides,1227623663,Stub
Cyprus,WESTERN ASIA,1.3,Nicos A. Rolandis,1227623813,Start
Cyprus,WESTERN ASIA,1.3,Benon Sevan,1233091293,C
Cyprus,WESTERN ASIA,1.3,Stefanos Stefanou,1214952087,B
Cyprus,WESTERN ASIA,1.3,Michael Zampelas,1215793256,Start
Czechia,EASTERN EUROPE,10.9,Josef Barák,1226223919,Stub
Czechia,EASTERN EUROPE,10.9,Dagmar Burešová,1193622801,C
Czechia,EASTERN EUROPE,10.9,František Ringo Čech,1240795935,C
Czechia,EASTERN EUROPE,10.9,Jaroslav Chalupský,1117846787,Stub
Czechia,EASTERN EUROPE,10.9,Count Václav Antonín Chotek of Chotkov and Vojnín,1214682376,Start
Czechia,EASTERN EUROPE,10.9,Petr Cibulka,1210656703,Start
Czechia,EASTERN EUROPE,10.9,Josef Šebestián Daubek,1187583083,Start
Czechia,EASTERN EUROPE,10.9,Karel Domin,1233866042,Start
Czechia,EASTERN EUROPE,10.9,Jaroslav Foldyna,1244076107,Start
Czechia,EASTERN EUROPE,10.9,Vladimír Franz,1248620062,C
Czechia,EASTERN EUROPE,10.9,Josef Václav Frič,1221494976,Start
